tradingsymbol,strike,type,expiry,datetime,open,high,low,close,volume,oi
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:29:00+05:30,284.65,285.95,284.65,285.05,160920,645940
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:30:00+05:30,285.0,285.7,284.7,285.7,128940,645940
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:00:00+05:30,54.6,59.9,51.8,58.85,1078980,3685240
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:01:00+05:30,57.45,61.55,54.55,54.55,1074000,3799440
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:02:00+05:30,53.2,55.35,48.65,55.05,1499740,3799440
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:03:00+05:30,54.9,57.1,50.35,52.9,947420,3799440
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:04:00+05:30,53.85,54.3,42.55,42.55,1222100,3765800
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:05:00+05:30,42.25,49.35,42.15,46.4,1216040,3765800
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:06:00+05:30,46.1,51.4,45.45,50.35,746820,3765800
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:07:00+05:30,50.5,54.35,48.45,51.5,827080,3749560
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:08:00+05:30,50.35,51.6,46.65,50.25,465180,3749560
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:09:00+05:30,49.95,52.35,47.9,49.0,467360,3749560
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:10:00+05:30,49.35,55.9,47.8,53.9,760300,3766820
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:11:00+05:30,52.8,53.7,39.6,44.85,1035540,3766820
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:12:00+05:30,47.1,52.7,45.75,49.95,945000,3680980
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:13:00+05:30,49.45,57.4,48.3,56.6,877880,3680980
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:14:00+05:30,59.45,72.45,56.8,67.3,1786900,3680980
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:15:00+05:30,65.35,69.9,54.95,55.0,1556200,3771600
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:16:00+05:30,57.6,65.5,50.25,60.05,1417420,3771600
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:17:00+05:30,62.1,63.75,58.85,59.35,628420,3771600
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:18:00+05:30,60.0,69.3,49.0,61.1,1338340,3814360
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:19:00+05:30,60.65,72.2,43.25,49.25,2090800,3814360
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:20:00+05:30,47.45,47.45,17.3,22.25,5244580,4136520
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:21:00+05:30,23.2,38.35,14.4,15.1,3937180,4136520
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:22:00+05:30,14.6,14.75,5.55,8.15,6364840,4136520
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:23:00+05:30,8.3,8.4,3.35,7.05,4610840,4279040
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:24:00+05:30,7.15,17.4,5.9,9.15,5994520,4279040
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:25:00+05:30,7.2,14.15,2.15,2.7,7422680,4279040
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:26:00+05:30,2.55,5.2,1.0,3.85,5960780,4641440
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:27:00+05:30,3.55,3.95,0.95,1.75,4557200,4641440
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:28:00+05:30,1.75,1.85,0.05,0.05,5504140,4038960
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:29:00+05:30,0.1,0.1,0.05,0.1,1302660,4038960
SENSEX 74700 CE 17 SEP 26,74700.0,CE,2026-09-17,2026-09-17 15:30:00+05:30,0.1,0.1,0.05,0.05,730880,4038960
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:00:00+05:30,379.8,381.25,335.55,347.25,170700,843200
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:01:00+05:30,345.05,351.75,329.1,348.3,93880,835900
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:02:00+05:30,352.95,356.9,328.35,333.75,83920,835900
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:03:00+05:30,337.3,346.75,327.75,340.9,68520,835900
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:04:00+05:30,338.25,363.45,331.3,363.45,57240,823200
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:05:00+05:30,362.65,363.75,325.55,343.7,95500,823200
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:06:00+05:30,345.05,348.0,333.7,338.1,45520,823200
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:07:00+05:30,339.35,347.9,331.2,342.95,34860,824740
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:08:00+05:30,345.45,358.5,341.7,351.75,58060,824740
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:09:00+05:30,351.85,357.0,340.7,355.5,50860,812480
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:10:00+05:30,352.7,362.15,337.55,348.7,51400,812480
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:11:00+05:30,354.35,375.7,349.75,375.7,68400,812480
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:12:00+05:30,363.8,374.25,344.45,359.0,55200,795280
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:13:00+05:30,360.0,361.7,332.0,346.9,53580,795280
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:14:00+05:30,341.5,348.6,292.15,300.75,88740,795280
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:15:00+05:30,306.6,349.0,305.85,349.0,85940,796560
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:16:00+05:30,340.45,356.2,315.45,337.0,68740,796560
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:17:00+05:30,331.3,339.3,329.45,334.1,29720,796560
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:18:00+05:30,335.65,345.0,303.65,333.45,107680,792660
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:19:00+05:30,335.8,338.35,276.95,319.65,144780,792660
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:20:00+05:30,290.1,384.55,278.5,324.15,324740,817400
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:21:00+05:30,331.65,331.65,242.0,272.9,338560,817400
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:22:00+05:30,269.7,325.55,251.65,286.8,314040,817400
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:23:00+05:30,295.3,345.8,281.25,306.65,213540,816680
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:24:00+05:30,305.4,306.2,166.4,194.7,528320,816680
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:25:00+05:30,204.2,297.6,160.35,280.45,1013300,816680
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:26:00+05:30,280.65,328.0,173.95,198.2,718560,759000
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:27:00+05:30,188.8,293.4,175.0,287.35,517920,759000
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:28:00+05:30,290.55,388.6,290.55,386.05,1187640,501280
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:29:00+05:30,386.05,386.05,384.85,385.2,56500,501280
SENSEX 74700 PE 17 SEP 26,74700.0,PE,2026-09-17,2026-09-17 15:30:00+05:30,385.8,385.9,385.05,385.6,30120,501280
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:00:00+05:30,36.6,41.7,35.9,40.75,1070920,4041880
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:01:00+05:30,40.75,43.1,37.8,37.85,998880,4060700
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:02:00+05:30,36.95,38.3,33.65,38.2,1319460,4060700
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:03:00+05:30,37.85,39.55,34.55,36.2,921980,4060700
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:04:00+05:30,36.85,37.35,28.4,28.55,1291360,4144380
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:05:00+05:30,28.35,33.7,28.35,31.35,1009700,4144380
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:06:00+05:30,31.7,35.0,30.55,34.4,663900,4144380
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:07:00+05:30,34.85,37.3,33.2,35.1,782260,3890740
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:08:00+05:30,34.15,35.4,31.85,34.25,491780,3890740
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:09:00+05:30,34.2,35.75,32.65,33.85,567480,3955380
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:10:00+05:30,34.3,38.45,32.5,36.85,677700,3955380
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:11:00+05:30,36.25,36.75,28.2,31.55,1020660,3955380
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:12:00+05:30,31.3,35.85,31.1,33.7,762400,3932980
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:13:00+05:30,34.45,39.2,34.2,38.85,872000,3932980
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:14:00+05:30,41.0,50.55,38.7,45.3,1743680,3932980
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:15:00+05:30,45.45,48.45,35.7,38.1,1591280,4076400
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:16:00+05:30,38.2,44.95,33.1,41.05,1313100,4076400
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:17:00+05:30,42.45,43.8,40.5,40.85,649180,4076400
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:18:00+05:30,40.75,46.45,33.6,41.6,1485720,4041400
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:19:00+05:30,41.7,52.0,25.95,32.35,1973400,4041400
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:20:00+05:30,29.15,29.15,10.0,12.85,5357700,4082340
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:21:00+05:30,12.4,21.4,7.65,8.0,4318700,4082340
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:22:00+05:30,7.1,7.45,3.2,5.1,5967140,4082340
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:23:00+05:30,4.7,4.75,2.1,3.0,3122800,3918400
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:24:00+05:30,3.2,6.5,2.35,3.35,4089640,3918400
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:25:00+05:30,2.65,5.25,1.1,1.25,4915320,3918400
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:26:00+05:30,1.2,2.75,0.75,1.6,3538960,3771340
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:27:00+05:30,1.7,1.75,0.65,1.25,2170500,3771340
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:28:00+05:30,1.25,1.35,0.05,0.05,2330180,3083040
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:29:00+05:30,0.05,0.1,0.05,0.1,864620,3083040
SENSEX 74800 CE 17 SEP 26,74800.0,CE,2026-09-17,2026-09-17 15:30:00+05:30,0.05,0.1,0.05,0.05,915560,3083040
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:00:00+05:30,462.5,467.05,418.9,429.0,64120,262960
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:01:00+05:30,430.0,437.15,411.0,430.0,35060,260340
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:02:00+05:30,433.6,455.3,412.85,417.6,29940,260340
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:03:00+05:30,419.2,431.45,410.0,422.95,27380,260340
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:04:00+05:30,422.85,450.0,415.85,450.0,39740,260280
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:05:00+05:30,450.6,450.6,409.5,431.1,45080,260280
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:06:00+05:30,427.7,432.9,417.5,424.3,21460,260280
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:07:00+05:30,420.85,434.95,413.55,426.0,22880,264940
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:08:00+05:30,434.25,446.4,425.65,437.25,18220,264940
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:09:00+05:30,437.2,442.2,423.5,439.8,15160,259220
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:10:00+05:30,440.3,448.2,417.8,431.95,24200,259220
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:11:00+05:30,436.95,466.6,433.8,450.15,31780,259220
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:12:00+05:30,452.25,460.1,428.9,448.0,43500,255940
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:13:00+05:30,441.8,447.6,413.0,427.4,24400,255940
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:14:00+05:30,425.0,432.0,371.0,386.5,52760,255940
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:15:00+05:30,386.65,430.85,384.9,429.25,32720,245280
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:16:00+05:30,424.9,448.0,394.9,420.55,30160,245280
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:17:00+05:30,415.55,422.2,410.95,417.05,14300,245280
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:18:00+05:30,418.95,444.6,384.45,415.75,46500,249280
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:19:00+05:30,418.1,432.9,353.75,401.95,74660,249280
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:20:00+05:30,387.1,477.55,364.45,420.05,155700,245000
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:21:00+05:30,415.45,416.55,326.65,368.55,115420,245000
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:22:00+05:30,370.2,423.65,348.6,388.0,88520,245000
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:23:00+05:30,390.8,449.35,378.2,401.5,55560,229600
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:24:00+05:30,400.95,402.65,261.0,291.1,205040,229600
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:25:00+05:30,298.3,397.3,257.9,380.95,396860,229600
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:26:00+05:30,380.9,431.45,272.6,286.9,297480,193660
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:27:00+05:30,287.0,393.35,269.95,383.0,257940,193660
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:28:00+05:30,390.9,486.9,386.9,485.6,290740,195240
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:29:00+05:30,484.65,487.4,484.35,485.95,27300,195240
SENSEX 74800 PE 17 SEP 26,74800.0,PE,2026-09-17,2026-09-17 15:30:00+05:30,484.7,486.0,484.35,484.65,16380,195240
