tradingsymbol,strike,type,expiry,datetime,open,high,low,close,volume,oi
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:00:00+05:30,350.75,380.3,343.5,373.75,93700,343860
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:01:00+05:30,369.4,384.45,362.55,362.55,65460,347720
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:02:00+05:30,357.8,375.0,348.45,372.9,62500,347720
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:03:00+05:30,370.05,378.65,357.65,367.1,42300,347720
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:04:00+05:30,370.0,372.9,338.4,338.4,56060,350460
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:05:00+05:30,339.05,370.85,336.35,352.45,62960,350460
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:06:00+05:30,352.8,365.0,350.25,361.4,27800,350460
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:07:00+05:30,365.0,372.0,355.35,363.75,32180,338400
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:08:00+05:30,359.55,361.15,345.6,354.55,32220,338400
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:09:00+05:30,354.45,365.0,349.25,352.55,27620,340720
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:10:00+05:30,353.1,372.95,344.7,362.05,49900,340720
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:11:00+05:30,357.9,362.25,321.6,335.8,79240,340720
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:12:00+05:30,342.4,361.2,335.05,346.8,50100,322100
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:13:00+05:30,343.85,374.7,343.85,365.8,46600,322100
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:14:00+05:30,373.45,421.55,367.7,408.2,112020,322100
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:15:00+05:30,400.05,407.7,362.75,362.75,83280,304200
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:16:00+05:30,370.0,398.1,352.4,377.8,51440,304200
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:17:00+05:30,382.25,387.75,375.0,375.75,20260,304200
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:18:00+05:30,377.65,407.8,356.1,380.15,77160,307780
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:19:00+05:30,376.3,429.3,352.0,368.45,93760,307780
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:20:00+05:30,389.25,389.25,287.5,322.75,225860,300360
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:21:00+05:30,323.05,406.15,323.05,352.9,176340,300360
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:22:00+05:30,351.75,364.25,294.5,325.75,171040,300360
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:23:00+05:30,327.2,332.8,274.95,315.9,148220,287760
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:24:00+05:30,314.35,444.35,313.5,415.55,228800,287760
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:25:00+05:30,405.2,454.8,300.05,316.8,320520,287760
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:26:00+05:30,324.2,429.65,275.55,415.65,310240,241640
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:27:00+05:30,416.65,429.95,310.65,314.6,214600,241640
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:28:00+05:30,310.1,311.15,205.35,215.85,380180,197920
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:29:00+05:30,215.1,215.1,214.1,214.8,49940,197920
SENSEX 74100 CE 17 SEP 26,74100.0,CE,2026-09-17,2026-09-17 15:30:00+05:30,214.6,214.9,214.15,214.25,33860,197920
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:00:00+05:30,72.8,74.75,58.7,62.25,1539840,3727320
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:01:00+05:30,61.25,62.85,54.1,58.7,1013860,3672180
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:02:00+05:30,60.0,60.3,50.7,52.65,953480,3672180
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:03:00+05:30,53.7,55.55,50.15,54.15,796620,3672180
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:04:00+05:30,53.65,60.6,51.2,60.6,747900,3769960
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:05:00+05:30,60.6,60.6,46.9,52.25,1366640,3769960
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:06:00+05:30,52.05,53.6,49.45,51.65,609880,3769960
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:07:00+05:30,51.85,57.35,50.55,55.6,560840,3824320
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:08:00+05:30,56.6,59.85,53.9,57.3,678020,3824320
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:09:00+05:30,57.55,58.65,53.4,58.65,480880,3704300
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:10:00+05:30,58.85,62.25,53.65,59.0,739740,3704300
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:11:00+05:30,60.35,65.35,58.35,65.35,741480,3704300
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:12:00+05:30,62.3,65.0,55.85,60.3,899720,3716200
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:13:00+05:30,59.85,60.75,51.25,56.6,832420,3716200
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:14:00+05:30,56.1,57.75,41.15,43.05,1344780,3716200
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:15:00+05:30,43.6,58.0,43.6,57.3,994320,3688360
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:16:00+05:30,55.3,59.65,48.65,54.3,1036500,3688360
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:17:00+05:30,53.2,56.35,52.5,53.85,369760,3688360
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:18:00+05:30,54.4,56.0,43.45,54.0,955540,3601640
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:19:00+05:30,54.85,54.85,35.35,42.95,1333220,3601640
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:20:00+05:30,30.0,51.15,24.5,30.05,4127360,3716620
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:21:00+05:30,30.55,30.55,8.05,9.05,5207660,3716620
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:22:00+05:30,8.55,15.4,4.55,8.2,4501840,3716620
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:23:00+05:30,9.35,15.75,7.2,12.1,3753540,3849200
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:24:00+05:30,11.9,11.9,2.35,2.5,5586560,3849200
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:25:00+05:30,2.45,3.45,1.6,2.85,3547380,3849200
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:26:00+05:30,2.5,3.25,0.2,1.1,3413980,3237000
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:27:00+05:30,1.1,1.5,0.8,1.2,2747620,3237000
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:28:00+05:30,1.15,3.75,0.1,0.1,2609140,2642340
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:29:00+05:30,0.1,0.15,0.1,0.15,746440,2642340
SENSEX 74100 PE 17 SEP 26,74100.0,PE,2026-09-17,2026-09-17 15:30:00+05:30,0.15,0.15,0.05,0.05,598400,2642340
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:00:00+05:30,269.25,297.9,268.1,291.65,228340,1045040
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:01:00+05:30,292.9,303.05,282.4,283.9,169460,1060600
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:02:00+05:30,279.35,294.35,269.45,292.95,159800,1060600
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:03:00+05:30,290.0,296.85,278.4,284.9,100560,1060600
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:04:00+05:30,286.9,291.75,259.5,259.5,146160,1051760
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:05:00+05:30,259.55,290.7,259.3,273.15,156840,1051760
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:06:00+05:30,273.75,285.7,269.85,281.75,79500,1051760
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:07:00+05:30,282.5,291.75,276.8,284.25,97260,1035100
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:08:00+05:30,281.1,282.95,268.25,276.0,94680,1035100
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:09:00+05:30,276.0,284.05,270.45,274.4,62000,1028500
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:10:00+05:30,275.45,294.5,268.15,283.65,116620,1028500
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:11:00+05:30,280.3,283.7,252.4,266.8,189040,1028500
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:12:00+05:30,263.1,282.0,259.25,270.05,139980,1011100
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:13:00+05:30,273.4,294.35,271.35,287.7,146380,1011100
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:14:00+05:30,294.65,339.05,287.55,317.65,271960,1011100
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:15:00+05:30,320.0,326.25,274.1,286.85,193820,945040
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:16:00+05:30,286.95,317.25,269.0,298.85,164140,945040
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:17:00+05:30,305.75,308.0,296.1,296.1,63220,945040
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:18:00+05:30,297.05,322.6,275.1,301.5,193060,949180
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:19:00+05:30,300.5,350.85,259.2,286.65,315360,949180
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:20:00+05:30,280.2,300.85,205.1,241.75,663820,956900
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:21:00+05:30,237.5,312.45,234.15,256.75,577940,956900
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:22:00+05:30,252.9,269.35,206.05,238.65,488940,956900
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:23:00+05:30,234.85,236.15,187.4,223.35,541420,940760
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:24:00+05:30,223.9,353.45,222.35,315.45,840400,940760
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:25:00+05:30,302.3,353.7,208.05,221.55,1036000,940760
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:26:00+05:30,223.75,329.75,171.05,307.95,888300,618000
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:27:00+05:30,314.25,327.8,211.75,214.6,583100,618000
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:28:00+05:30,213.9,213.9,112.0,114.85,1143280,642260
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:29:00+05:30,114.65,115.25,114.4,114.45,325360,642260
SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17,2026-09-17 15:30:00+05:30,114.4,114.85,114.35,114.5,243400,642260
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:00:00+05:30,97.8,100.5,78.3,84.8,1592900,4399320
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:01:00+05:30,83.35,85.1,72.9,79.5,1384820,4234740
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:02:00+05:30,81.3,85.0,69.9,72.75,1167820,4234740
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:03:00+05:30,73.2,77.25,69.95,74.0,791380,4234740
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:04:00+05:30,74.55,83.25,71.5,82.8,855000,4370560
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:05:00+05:30,82.5,83.3,65.75,73.35,1471740,4370560
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:06:00+05:30,72.95,74.5,69.7,72.75,696680,4370560
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:07:00+05:30,73.3,78.9,70.8,77.55,657420,4600040
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:08:00+05:30,76.8,83.95,74.9,79.5,882420,4600040
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:09:00+05:30,80.2,81.95,74.1,81.7,597960,4418860
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:10:00+05:30,81.25,85.5,74.2,81.2,889960,4418860
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:11:00+05:30,82.5,89.7,80.55,85.0,833180,4418860
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:12:00+05:30,86.75,89.0,76.5,83.45,1000200,4293060
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:13:00+05:30,81.7,83.95,70.95,78.1,846800,4293060
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:14:00+05:30,77.55,79.8,58.45,60.75,1648600,4293060
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:15:00+05:30,61.5,78.8,61.5,78.5,1075040,3980820
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:16:00+05:30,76.55,84.85,67.7,75.8,1016860,3980820
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:17:00+05:30,75.6,78.35,73.4,75.15,458260,3980820
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:18:00+05:30,76.35,79.5,62.75,75.95,1002960,3948200
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:19:00+05:30,76.1,76.45,50.9,61.7,1358140,3948200
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:20:00+05:30,46.9,77.6,36.65,47.55,4110780,4093100
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:21:00+05:30,46.4,46.4,14.55,16.95,5108440,4093100
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:22:00+05:30,16.85,26.5,8.95,15.75,5542320,4093100
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:23:00+05:30,16.25,29.6,13.5,22.6,4733780,4780220
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:24:00+05:30,22.25,22.25,3.4,3.95,6989620,4780220
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:25:00+05:30,3.85,6.0,1.8,4.8,6569540,4780220
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:26:00+05:30,4.8,6.05,0.25,1.35,6753180,4533920
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:27:00+05:30,1.25,3.0,1.15,1.75,4254340,4533920
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:28:00+05:30,1.6,6.25,0.1,0.15,5137460,4315260
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:29:00+05:30,0.1,0.15,0.05,0.05,1686260,4315260
SENSEX 74200 PE 17 SEP 26,74200.0,PE,2026-09-17,2026-09-17 15:30:00+05:30,0.1,0.1,0.05,0.05,833320,4315260
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:00:00+05:30,209.45,225.65,201.05,222.1,473300,1970180
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:01:00+05:30,219.45,230.0,212.35,212.35,405060,2007060
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:02:00+05:30,211.1,220.4,201.0,218.6,402720,2007060
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:03:00+05:30,218.0,223.95,206.7,213.95,278760,2007060
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:04:00+05:30,214.25,218.2,192.05,192.35,393140,2018340
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:05:00+05:30,192.0,212.1,191.65,201.8,403240,2018340
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:06:00+05:30,202.9,213.25,198.1,211.0,222040,2018340
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:07:00+05:30,210.1,219.45,204.8,212.2,243280,1994240
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:08:00+05:30,206.0,210.7,197.85,205.45,270200,1994240
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:09:00+05:30,205.85,213.2,200.65,202.55,248800,1994240
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:10:00+05:30,203.65,219.75,198.85,212.5,394740,2050860
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:11:00+05:30,209.85,211.75,184.35,188.3,431920,2050860
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:12:00+05:30,193.8,210.05,191.05,199.25,363480,2059480
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:13:00+05:30,202.5,220.8,200.55,216.2,396160,2059480
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:14:00+05:30,219.4,262.3,216.35,243.7,812600,2059480
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:15:00+05:30,243.55,250.65,200.4,215.85,566760,1967760
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:16:00+05:30,216.95,242.45,202.35,226.4,407040,1967760
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:17:00+05:30,226.9,234.55,225.45,225.45,179520,1967760
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:18:00+05:30,225.45,245.0,194.15,230.35,514920,1876080
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:19:00+05:30,227.35,267.2,193.2,213.65,767960,1876080
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:20:00+05:30,214.6,220.65,134.65,165.8,1897300,1930300
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:21:00+05:30,165.0,226.85,164.6,170.45,1225940,1930300
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:22:00+05:30,172.4,182.8,124.9,152.05,1604420,1930300
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:23:00+05:30,146.65,155.35,109.4,144.15,2266060,2173140
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:24:00+05:30,145.2,250.85,143.6,211.85,2639500,2173140
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:25:00+05:30,212.05,262.65,122.15,130.25,2501700,2173140
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:26:00+05:30,130.7,229.3,82.8,207.45,2843940,1687860
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:27:00+05:30,215.2,230.05,108.6,119.4,1546480,1687860
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:28:00+05:30,113.45,115.85,14.0,15.1,7673540,3382100
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:29:00+05:30,15.1,15.45,14.65,14.7,4053880,3382100
SENSEX 74300 CE 17 SEP 26,74300.0,CE,2026-09-17,2026-09-17 15:30:00+05:30,14.85,15.0,14.65,14.75,3294220,3382100
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:00:00+05:30,128.5,132.1,109.65,111.45,1972580,4819520
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:01:00+05:30,112.5,114.7,100.1,108.3,1180580,4863320
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:02:00+05:30,109.8,114.85,96.7,99.65,1105040,4863320
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:03:00+05:30,100.5,105.4,96.25,101.65,797620,4863320
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:04:00+05:30,100.9,112.95,98.0,112.95,843360,4998900
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:05:00+05:30,111.5,112.6,91.6,101.8,1479420,4998900
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:06:00+05:30,101.25,103.0,97.05,100.85,709480,4998900
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:07:00+05:30,101.1,108.0,98.15,105.4,685480,5052320
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:08:00+05:30,106.25,113.25,103.75,109.6,968860,5052320
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:09:00+05:30,109.8,111.85,102.05,111.35,812620,4859960
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:10:00+05:30,110.75,115.7,101.35,110.3,1083100,4859960
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:11:00+05:30,112.0,121.4,108.85,121.4,824400,4859960
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:12:00+05:30,115.4,120.35,104.9,113.2,1146920,4865740
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:13:00+05:30,112.2,114.3,98.3,106.45,1043240,4865740
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:14:00+05:30,106.05,108.55,79.8,85.05,1682980,4865740
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:15:00+05:30,87.2,112.65,86.5,106.15,1428620,4590220
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:16:00+05:30,107.5,114.15,95.3,104.1,1212400,4590220
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:17:00+05:30,104.3,109.3,101.0,104.45,508040,4590220
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:18:00+05:30,104.85,110.65,89.05,104.15,1169600,4348620
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:19:00+05:30,105.65,105.65,69.7,86.25,1636300,4348620
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:20:00+05:30,92.3,110.55,63.0,72.15,4478780,4785160
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:21:00+05:30,74.45,74.45,28.05,32.7,5155820,4785160
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:22:00+05:30,28.9,48.9,20.0,31.1,5864400,4785160
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:23:00+05:30,33.3,54.05,27.7,42.85,5370240,5524300
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:24:00+05:30,42.8,42.8,6.25,8.45,8791800,5524300
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:25:00+05:30,8.45,14.95,3.1,11.3,9797900,5524300
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:26:00+05:30,11.2,17.85,0.25,2.15,12425480,5857980
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:27:00+05:30,2.3,5.55,1.95,5.15,8749840,5857980
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:28:00+05:30,4.7,17.35,0.15,0.15,13330500,7811340
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:29:00+05:30,0.2,0.25,0.1,0.15,6248740,7811340
